installment_value,high_installment_flag,used_voucher,delivered_in_days,delivery_speed_flag,delivery_distance_in_km,is_repeat_buyer 
55.09,1,0,8.0,1,891.5,0
62.47,1,0,13.0,2,317.68,0
24.48,1,0,9.0,1,289.7,0
105.97,0,0,19.0,3,880.71,0
57.53,1,0,10.0,1,1261.77,0
32.0,1,0,11.0,1,522.42,0
94.06,0,0,9.0,1,447.16,0
38.42,1,0,13.0,2,,0
35.65,1,0,7.0,1,47.99,0
7.77,1,0,1.0,1,120.46,0
50.85,1,1,1.0,1,120.46,0
23.51,1,0,17.0,3,247.47,0
69.93,0,0,11.0,1,319.33,0
80.4,0,0,6.0,1,844.36,0
105.04,0,0,13.0,2,2032.95,0
42.12,1,0,11.0,1,,0
723.72,0,0,13.0,2,1687.7,0
137.6,0,0,8.0,1,,0
50.0,1,1,175.0,3,91.07,0
13.44,1,1,175.0,3,91.07,0
50.0,1,1,175.0,3,91.07,0
13.44,1,1,175.0,3,91.07,0
16.66,1,0,12.0,2,838.72,0
10.92,1,0,6.0,1,,0
10.92,1,0,6.0,1,,0
45.03,1,0,8.0,1,292.54,0
43.13,1,0,12.0,2,,0
41.69,1,0,15.0,3,1248.66,0
58.03,1,0,28.0,3,802.48,0
181.84,0,0,9.0,1,,0
124.53,0,0,5.0,1,345.65,1
13.54,1,0,14.0,3,,0
77.14,0,0,5.0,1,,0
64.45,1,0,7.0,1,408.26,0
65.22,1,0,30.0,3,,0
36.19,1,0,11.0,1,2048.61,0
134.09,0,0,29.0,3,2182.27,0
117.94,0,0,16.0,3,346.84,0
38.72,1,0,2.0,1,,0
14.5,1,0,16.0,3,778.84,0
20.22,1,0,13.0,2,751.86,0
20.22,1,0,13.0,2,,0
32.02,1,0,22.0,3,,0
29.0,1,0,10.0,1,320.7,0
16.57,1,0,7.0,1,70.89,0
372.52,0,0,22.0,3,,0
372.52,0,0,22.0,3,,0
79.36,0,0,9.0,1,853.71,0
176.38,0,0,14.0,3,367.11,0
176.38,0,0,14.0,3,367.11,0
39.39,1,0,18.0,3,,0
715.34,0,0,14.0,3,189.64,0
126.84,0,0,11.0,1,663.87,0
126.84,0,0,11.0,1,663.87,0
30.42,1,0,10.0,1,332.44,0
253.98,0,0,5.0,1,168.48,0
82.73,0,0,14.0,3,,0
82.73,0,0,14.0,3,,0
32.48,1,1,4.0,1,466.67,0
11.56,1,0,18.0,3,,0
45.64,1,0,13.0,2,,0
10.95,1,0,11.0,1,425.24,0
30.57,1,0,12.0,2,104.34,0
10.78,1,0,10.0,1,557.45,0
84.78,1,0,14.0,3,323.68,0
95.5,0,0,9.0,1,,0
95.5,0,0,9.0,1,,0
21.63,1,0,16.0,3,687.01,0
96.82,0,0,25.0,3,555.67,0
356.65,1,0,7.0,1,1151.63,0
35.36,1,0,2.0,1,,0
77.75,0,0,13.0,2,275.39,0
53.81,1,0,7.0,1,2.66,0
17.22,1,0,8.0,1,,0
76.98,0,0,11.0,1,626.1,0
69.44,0,0,7.0,1,378.33,0
65.11,1,0,8.0,1,485.31,0
58.76,1,0,19.0,3,160.83,0
23.26,1,0,5.0,1,,0
20.88,1,0,9.0,1,85.93,1
38.43,1,0,21.0,3,801.13,0
26.11,1,0,6.0,1,742.87,0
26.11,1,0,6.0,1,742.87,0
11.75,1,0,12.0,2,311.81,0
84.96,0,0,6.0,1,165.88,0
135.88,1,0,7.0,1,,0
39.01,1,0,5.0,1,5.81,0
28.08,1,0,3.0,1,139.7,0
96.73,1,0,7.0,1,221.96,0
110.31,0,0,9.0,1,463.34,0
86.05,0,0,17.0,3,378.69,0
33.45,1,0,13.0,2,,0
58.67,1,0,36.0,3,,0
71.48,0,0,24.0,3,,0
94.7,0,0,9.0,1,545.33,0
13.8,1,0,11.0,1,875.3,0
130.01,0,0,25.0,3,956.44,0
24.38,1,0,3.0,1,,0
167.29,0,0,9.0,1,,1
58.34,1,0,3.0,1,77.4,0
10.02,1,0,53.0,3,838.91,0
53.9,1,0,15.0,3,1860.79,0
31.43,1,0,15.0,3,,0
22.39,1,0,13.0,2,,0
11.59,1,1,20.0,3,,0
38.46,1,0,20.0,3,,0
72.98,0,0,4.0,1,,0
38.74,1,0,7.0,1,121.41,1
15.06,1,0,21.0,3,499.19,1
15.06,1,0,21.0,3,499.19,1
27.6,1,0,19.0,3,600.8,0
30.06,1,0,9.0,1,1927.57,0
68.84,0,0,18.0,3,808.22,0
70.62,0,0,10.0,1,1166.21,0
87.16,0,0,12.0,2,713.72,0
82.7,0,0,16.0,3,569.77,0
37.09,1,0,12.0,2,,0
38.61,1,0,22.0,3,2330.9,0
59.56,1,0,5.0,1,667.24,0
18.44,1,0,12.0,2,,0
13.72,1,0,18.0,3,1455.74,0
155.98,0,0,33.0,3,185.46,0
45.86,1,0,9.0,1,,0
27.8,1,0,17.0,3,,0
19.64,1,0,3.0,1,,0
42.52,1,0,22.0,3,1066.91,0
183.95,0,0,9.0,1,,1
20.38,1,0,19.0,3,564.94,0
66.69,0,0,28.0,3,1425.52,0
73.48,0,0,16.0,3,348.77,1
77.6,0,0,7.0,1,,0
77.6,0,0,7.0,1,,0
148.15,0,0,45.0,3,2271.01,0
59.97,1,0,14.0,3,1000.46,0
161.23,0,0,16.0,3,417.06,0
68.66,0,0,21.0,3,1346.46,0
12.25,1,1,6.0,1,,0
20.0,1,1,6.0,1,,0
20.0,1,1,6.0,1,,0
20.0,1,1,6.0,1,,0
13.21,1,0,23.0,3,722.38,0
69.94,0,0,8.0,1,502.97,0
32.68,1,0,5.0,1,,1
36.63,1,0,25.0,3,496.87,0
189.0,0,0,7.0,1,1959.63,0
61.93,1,0,66.0,3,478.38,0
24.85,1,0,2.0,1,,0
45.69,1,0,14.0,3,1014.37,0
58.4,1,0,5.0,1,341.76,0
63.65,1,0,2.0,1,,0
56.34,1,0,9.0,1,,0
25.85,1,0,8.0,1,160.18,0
10.97,1,0,5.0,1,1432.67,1
33.72,1,0,7.0,1,,0
54.7,1,0,15.0,3,370.9,0
511.74,0,0,4.0,1,,0
28.09,1,0,31.0,3,,0
19.73,1,0,22.0,3,,0
40.19,1,0,2.0,1,420.9,0
72.75,0,0,3.0,1,82.38,0
39.09,1,0,19.0,3,,0
58.47,1,0,22.0,3,,0
58.47,1,0,22.0,3,,0
12.12,1,0,13.0,2,,0
83.76,0,0,9.0,1,,0
23.57,1,0,29.0,3,,0
23.57,1,0,29.0,3,,0
84.63,0,0,5.0,1,,0
87.02,0,0,13.0,2,,0
74.1,0,0,15.0,3,154.86,0
66.54,0,0,4.0,1,,1
175.3,0,0,9.0,1,1659.95,0
35.27,1,0,9.0,1,441.83,0
346.51,0,0,34.0,3,1100.62,0
61.73,1,0,10.0,1,,0
161.97,1,0,9.0,1,672.72,0
161.97,1,0,9.0,1,672.72,0
161.97,1,0,9.0,1,672.72,0
161.97,1,0,9.0,1,672.72,0
161.97,1,0,9.0,1,672.72,0
161.97,1,0,9.0,1,672.72,0
161.97,1,0,9.0,1,672.72,0
161.97,1,0,9.0,1,672.72,0
161.97,1,0,9.0,1,672.72,0
28.7,1,0,8.0,1,333.48,0
125.95,0,1,8.0,1,333.48,0
10.84,1,0,3.0,1,,0
106.44,0,0,3.0,1,12.38,0
106.44,0,0,3.0,1,12.38,0
106.44,0,0,3.0,1,12.38,0
106.44,0,0,3.0,1,12.38,0
106.44,0,0,3.0,1,12.38,0
106.44,0,0,3.0,1,12.38,0
119.76,0,0,10.0,1,582.88,0
355.97,0,0,11.0,1,,0
56.69,1,0,13.0,2,982.51,0
66.65,0,0,9.0,1,,0
115.46,0,0,9.0,1,,0
27.22,1,0,5.0,1,714.33,0
79.81,0,0,12.0,2,1485.82,0
25.61,1,0,4.0,1,156.49,0
40.42,1,0,23.0,3,690.71,0
47.75,1,0,9.0,1,1856.0,0
85.38,1,0,25.0,3,528.29,0
162.04,0,0,10.0,1,111.98,0
34.87,1,0,16.0,3,312.17,0
10.26,1,0,18.0,3,962.18,0
20.86,1,0,5.0,1,208.22,0
11.92,1,0,4.0,1,,0
39.59,1,0,8.0,1,168.52,0
10.17,1,0,10.0,1,,0
95.34,0,0,10.0,1,861.47,0
1137.11,0,0,5.0,1,1481.74,0
104.87,1,0,13.0,2,479.88,0
119.18,0,0,12.0,2,402.72,0
371.42,0,0,7.0,1,,0
30.0,1,0,28.0,3,409.84,0
12.0,1,0,20.0,3,800.37,1
20.0,1,1,6.0,1,,0
15.52,1,1,6.0,1,,0
47.92,1,0,26.0,3,,0
23.89,1,0,5.0,1,,0
26.57,1,0,6.0,1,240.83,0
26.57,1,0,6.0,1,240.83,0
154.69,0,0,28.0,3,1271.3,0
18.76,1,0,13.0,2,580.98,0
18.76,1,0,13.0,2,580.98,0
21.33,1,0,17.0,3,,0
36.78,1,0,2.0,1,,0
36.78,1,0,2.0,1,,0
38.14,1,0,12.0,2,,0
49.0,1,0,12.0,2,,0
60.94,1,0,24.0,3,,0
76.9,0,0,9.0,1,33.36,0
37.09,1,0,7.0,1,,0
100.37,0,0,13.0,2,,0
84.15,0,0,13.0,2,682.09,0
209.41,0,0,28.0,3,207.83,0
23.88,1,0,2.0,1,40.87,0
24.56,1,0,13.0,2,557.6,0
57.9,1,0,21.0,3,,0
87.64,0,0,11.0,1,900.49,0
53.0,1,0,10.0,1,392.39,0
85.82,0,0,35.0,3,892.39,0
59.6,1,0,21.0,3,385.88,1
13.09,1,0,12.0,2,706.25,0
19.43,1,0,43.0,3,100.37,0
138.26,0,0,10.0,1,1284.85,0
71.35,0,0,5.0,1,79.62,0
62.0,1,0,7.0,1,289.13,1
62.0,1,0,7.0,1,289.13,1
21.56,1,0,9.0,1,689.55,0
150.64,1,0,5.0,1,361.86,0
137.97,0,0,6.0,1,171.18,0
50.22,1,0,7.0,1,,0
10.75,1,0,7.0,1,,0
11.02,1,0,13.0,2,627.09,1
18.86,1,0,15.0,3,,0
25.88,1,0,10.0,1,,0
205.98,0,0,15.0,3,311.44,0
36.72,1,0,10.0,1,,0
34.39,1,0,4.0,1,,0
34.39,1,0,4.0,1,,0
38.53,1,0,51.0,3,557.67,0
20.0,1,1,51.0,3,557.67,0
20.0,1,1,51.0,3,557.67,0
39.66,1,0,29.0,3,3.76,0
89.08,0,0,35.0,3,1840.88,0
10.47,1,0,2.0,1,,0
136.06,0,0,31.0,3,,0
34.09,1,0,18.0,3,,0
25.51,1,0,9.0,1,249.53,0
20.95,1,0,9.0,1,797.77,1
12.47,1,0,4.0,1,,0
11.94,1,0,4.0,1,,0
173.41,0,0,9.0,1,,0
12.21,1,0,8.0,1,241.29,0
14.54,1,0,40.0,3,1416.97,0
14.54,1,0,40.0,3,1416.97,0
105.06,0,0,7.0,1,,0
102.26,0,0,12.0,2,417.58,0
16.81,1,0,29.0,3,,0
6.0,1,1,4.0,1,,0
6.0,1,1,4.0,1,,0
6.0,1,1,4.0,1,,0
6.0,1,1,4.0,1,,0
5.54,1,1,4.0,1,,0
6.0,1,1,4.0,1,,0
6.0,1,1,4.0,1,,0
6.0,1,1,4.0,1,,0
6.0,1,1,4.0,1,,0
6.0,1,1,4.0,1,,0
5.54,1,1,4.0,1,,0
6.0,1,1,4.0,1,,0
64.0,1,0,23.0,3,350.98,0
179.05,0,0,13.0,2,,0
16.28,1,0,21.0,3,,0
56.92,1,0,11.0,1,292.69,0
31.13,1,0,28.0,3,,0
55.1,1,0,9.0,1,351.97,0
24.31,1,0,21.0,3,583.7,0
97.8,1,0,7.0,1,,0
101.12,1,0,6.0,1,32.04,0
913.65,0,0,9.0,1,25.47,0
26.55,1,0,62.0,3,,0
7.74,1,0,11.0,1,,0
58.98,1,1,11.0,1,,0
86.63,1,0,5.0,1,535.16,0
86.63,1,0,5.0,1,535.16,0
56.05,1,0,7.0,1,111.07,0
86.95,0,0,16.0,3,,0
86.95,0,0,16.0,3,,0
65.1,1,0,6.0,1,560.1,0
226.54,1,0,7.0,1,636.64,0
132.22,0,0,6.0,1,48.33,0
20.58,1,0,6.0,1,499.97,0
22.23,1,0,25.0,3,705.13,0
69.6,0,0,7.0,1,371.34,0
69.6,0,0,7.0,1,371.34,0
10.15,1,0,5.0,1,,0
128.83,0,0,19.0,3,,0
34.25,1,0,22.0,3,709.34,0
48.22,1,0,16.0,3,502.8,1
20.75,1,0,23.0,3,538.57,0
38.21,1,0,17.0,3,,0
75.54,0,0,3.0,1,,0
75.54,0,0,3.0,1,,0
50.35,1,0,24.0,3,150.18,0
21.47,1,0,7.0,1,,0
413.17,0,0,6.0,1,,0
15.51,1,0,16.0,3,2187.48,0
15.51,1,0,16.0,3,2187.48,0
31.75,1,0,14.0,3,287.44,1
71.36,1,0,20.0,3,434.28,0
10.52,1,0,46.0,3,,0
80.83,0,0,35.0,3,,0
11.23,1,0,7.0,1,138.65,0
80.2,0,0,22.0,3,545.11,0
48.67,1,0,4.0,1,81.01,0
64.1,1,0,31.0,3,669.09,0
43.78,1,0,4.0,1,101.02,1
59.22,1,0,9.0,1,,0
83.98,1,0,8.0,1,342.79,0
83.98,1,0,8.0,1,342.79,0
47.77,1,0,6.0,1,,0
27.29,1,0,20.0,3,,0
19.25,1,0,26.0,3,704.4,0
44.36,1,0,18.0,3,659.4,0
44.73,1,0,16.0,3,275.81,0
44.73,1,0,16.0,3,275.81,0
54.44,1,0,21.0,3,620.0,0
41.44,1,0,80.0,3,1343.37,0
59.96,1,0,8.0,1,,0
213.37,1,0,18.0,3,848.33,0
968.51,0,0,9.0,1,538.04,0
968.51,0,0,9.0,1,538.04,0
968.51,0,0,9.0,1,538.04,0
75.25,0,0,24.0,3,1258.78,0
15.61,1,0,41.0,3,354.29,0
45.84,1,0,9.0,1,532.06,0
13.13,1,0,6.0,1,,0
91.16,0,0,7.0,1,153.97,0
22.21,1,0,8.0,1,79.31,0
16.73,1,0,9.0,1,314.25,0
16.73,1,0,9.0,1,314.25,0
27.26,1,0,11.0,1,261.7,0
28.75,1,0,10.0,1,347.53,0
93.01,0,0,3.0,1,,0
25.29,1,0,6.0,1,,0
49.24,1,0,7.0,1,,0
49.24,1,0,7.0,1,,0
35.14,1,0,7.0,1,,0
59.68,1,0,6.0,1,297.24,1
11.72,1,0,2.0,1,124.75,0
16.63,1,0,7.0,1,278.8,0
27.16,1,0,6.0,1,,0
27.16,1,0,6.0,1,,0
35.22,1,0,13.0,2,417.13,0
69.9,0,0,11.0,1,,0
140.92,0,0,15.0,3,272.94,0
140.92,0,0,15.0,3,,0
206.87,0,0,20.0,3,416.65,0
22.5,1,0,39.0,3,,0
59.9,1,0,8.0,1,644.24,0
112.39,1,0,15.0,3,2809.14,0
91.19,0,1,10.0,1,1710.35,0
151.84,0,0,8.0,1,665.64,0
151.84,0,0,8.0,1,,0
151.84,0,0,8.0,1,,0
63.21,1,0,36.0,3,1603.67,0
14.94,1,0,13.0,2,554.51,0
22.84,1,0,12.0,2,833.52,0
369.1,0,0,12.0,2,335.11,0
369.1,0,0,12.0,2,335.11,0
25.51,1,0,10.0,1,,0
11.33,1,0,16.0,3,,0
12.26,1,0,15.0,3,,0
32.9,1,0,12.0,2,900.73,0
187.48,1,0,17.0,3,831.74,0
26.48,1,0,12.0,2,564.21,0
132.54,0,0,16.0,3,81.48,0
20.41,1,0,9.0,1,123.82,0
52.87,1,0,1.0,1,120.11,0
58.47,1,0,10.0,1,683.54,0
133.25,0,0,16.0,3,770.72,0
77.77,1,0,26.0,3,527.3,0
102.82,0,0,15.0,3,,0
29.77,1,0,2.0,1,,0
38.04,1,0,6.0,1,,0
38.04,1,0,6.0,1,,0
38.04,1,0,6.0,1,,0
22.91,1,0,39.0,3,1260.16,0
103.75,0,0,7.0,1,431.55,0
266.5,0,0,20.0,3,314.72,0
38.79,1,0,18.0,3,692.55,0
91.1,0,0,3.0,1,103.06,0
91.1,0,0,3.0,1,103.06,0
23.19,1,0,11.0,1,282.02,0
63.14,1,0,13.0,2,,0
7.73,1,1,11.0,1,222.58,0
7.41,1,1,11.0,1,222.58,0
7.73,1,1,11.0,1,222.58,0
7.73,1,1,11.0,1,222.58,0
7.73,1,1,11.0,1,222.58,0
97.8,0,0,2.0,1,,0
8.42,1,1,38.0,3,770.82,0
40.28,1,0,38.0,3,770.82,0
171.84,0,1,38.0,3,770.82,0
28.39,1,0,2.0,1,,0
26.23,1,1,3.0,1,,0
5.15,1,0,3.0,1,,0
90.22,1,0,8.0,1,416.86,0
28.89,1,0,7.0,1,44.3,0
51.38,1,0,6.0,1,149.35,0
29.21,1,0,5.0,1,,0
25.22,1,0,11.0,1,,0
114.69,0,0,9.0,1,,1
70.49,1,0,30.0,3,1384.1,0
25.18,1,0,23.0,3,,0
200.87,0,0,13.0,2,,0
91.02,1,0,27.0,3,,0
11.01,1,0,13.0,2,1808.52,0
60.73,1,0,8.0,1,431.7,0
138.6,0,0,9.0,1,,0
10.95,1,0,9.0,1,628.9,0
70.63,0,0,54.0,3,360.87,0
15.04,1,0,22.0,3,569.6,0
11.19,1,0,42.0,3,1053.13,0
51.64,1,0,6.0,1,325.86,1
96.65,0,0,8.0,1,,0
49.05,1,0,5.0,1,,0
41.1,1,0,8.0,1,,0
53.24,1,0,14.0,3,2038.24,0
84.62,1,0,12.0,2,,0
217.06,0,0,14.0,3,890.35,0
52.51,1,0,12.0,2,,0
86.02,0,0,8.0,1,284.97,0
70.28,0,0,14.0,3,,0
27.41,1,0,17.0,3,1515.11,0
38.84,1,0,15.0,3,1771.65,0
18.23,1,0,20.0,3,490.98,0
14.68,1,0,8.0,1,1244.25,0
21.04,1,0,6.0,1,85.35,0
59.15,1,0,28.0,3,827.7,0
59.15,1,0,28.0,3,827.7,0
74.96,0,0,10.0,1,495.79,0
74.96,0,0,10.0,1,495.79,0
147.71,1,0,34.0,3,2536.3,0
22.95,1,0,42.0,3,2590.21,0
35.99,1,0,21.0,3,2370.62,0
17.84,1,0,6.0,1,137.25,0
28.0,1,0,9.0,1,,0
54.6,1,0,29.0,3,634.47,0
128.17,0,0,8.0,1,694.73,0
105.3,0,0,18.0,3,351.49,0
104.22,1,0,9.0,1,117.89,1
144.48,0,0,7.0,1,232.96,0
11.94,1,0,10.0,1,99.09,0
84.65,0,0,8.0,1,351.36,0
426.27,0,0,12.0,2,942.76,0
426.27,0,0,12.0,2,942.76,0
426.27,0,0,12.0,2,942.76,0
72.29,0,0,8.0,1,171.63,0
53.61,1,0,12.0,2,295.11,0
39.32,1,0,11.0,1,,0
22.94,1,0,11.0,1,2123.99,0
4.77,1,0,15.0,3,303.61,0
47.73,1,1,15.0,3,303.61,0
10.95,1,0,9.0,1,934.92,0
42.81,1,0,12.0,2,547.73,0
34.8,1,0,36.0,3,,0
21.01,1,0,13.0,2,543.68,1
39.48,1,0,3.0,1,,0
14.81,1,0,20.0,3,697.99,0
115.45,0,0,11.0,1,853.24,0
10.43,1,0,8.0,1,511.98,0
40.82,1,0,9.0,1,146.58,0
23.8,1,0,9.0,1,222.25,0
12.12,1,0,21.0,3,448.78,0
61.11,1,0,11.0,1,,0
41.75,1,0,4.0,1,296.35,0
263.8,0,0,10.0,1,,1
16.09,1,0,10.0,1,407.52,0
10.89,1,0,7.0,1,19.95,0
10.89,1,0,7.0,1,19.95,0
144.96,0,0,16.0,3,1938.72,0
142.2,1,0,10.0,1,,0
31.33,1,0,14.0,3,1043.83,0
56.89,1,0,21.0,3,1363.05,0
10.78,1,0,11.0,1,439.19,1
37.41,1,0,12.0,2,977.01,0
3.47,1,1,21.0,3,447.28,0
3.02,1,1,21.0,3,447.28,0
21.37,1,1,21.0,3,447.28,0
27.66,1,0,4.0,1,116.95,0
206.07,0,0,7.0,1,911.17,0
48.21,1,0,7.0,1,383.83,0
25.63,1,0,3.0,1,456.15,0
179.93,0,0,20.0,3,1078.78,0
21.39,1,0,1.0,1,,0
70.98,0,0,4.0,1,416.18,0
44.0,1,0,62.0,3,,0
44.0,1,0,62.0,3,,0
14.36,1,0,7.0,1,203.86,0
0.56,1,1,8.0,1,331.9,0
81.93,0,1,8.0,1,331.9,0
24.17,1,0,8.0,1,331.9,0
25.0,1,1,8.0,1,331.9,0
0.56,1,1,8.0,1,331.9,0
81.93,0,1,8.0,1,331.9,0
24.17,1,0,8.0,1,331.9,0
25.0,1,1,8.0,1,331.9,0
116.47,0,0,7.0,1,356.76,1
87.62,1,0,7.0,1,,0
53.93,1,0,13.0,2,2112.36,0
44.23,1,0,13.0,2,,0
48.3,1,0,10.0,1,523.35,0
66.58,0,0,2.0,1,,0
66.58,0,0,2.0,1,,0
12.92,1,0,7.0,1,299.1,0
59.14,1,0,11.0,1,,0
54.83,1,0,12.0,2,,0
13.01,1,0,13.0,2,876.74,0
24.8,1,0,18.0,3,476.93,0
30.3,1,0,6.0,1,117.2,0
11.65,1,0,8.0,1,877.89,0
18.7,1,0,7.0,1,970.87,0
18.7,1,0,7.0,1,824.94,0
62.54,1,0,5.0,1,,0
70.04,0,0,8.0,1,,0
196.9,1,0,10.0,1,816.9,0
111.82,1,0,4.0,1,,0
20.75,1,0,9.0,1,883.51,0
66.1,1,1,11.0,1,,0
68.13,0,0,36.0,3,591.52,0
133.64,0,0,6.0,1,,0
29.11,1,0,16.0,3,,0
133.51,0,0,14.0,3,0.0,0
68.13,0,0,28.0,3,469.98,0
38.35,1,0,9.0,1,308.71,0
56.86,1,0,9.0,1,,0
53.88,1,1,20.0,3,,0
28.01,1,0,20.0,3,,0
106.72,0,0,5.0,1,148.58,0
106.72,0,0,5.0,1,148.58,0
106.72,0,0,5.0,1,148.58,0
106.72,0,0,5.0,1,148.58,0
23.8,1,0,8.0,1,,0
55.83,1,0,29.0,3,1614.89,0
67.02,0,0,16.0,3,584.29,0
23.53,1,0,10.0,1,,0
31.73,1,0,4.0,1,,1
428.02,0,0,14.0,3,547.94,0
428.02,0,0,14.0,3,547.94,0
97.9,1,0,22.0,3,383.95,0
31.11,1,0,12.0,2,2127.66,0
114.34,0,0,17.0,3,,0
73.96,0,0,34.0,3,,0
83.23,0,0,8.0,1,411.63,0
81.48,0,0,7.0,1,,0
81.48,0,0,7.0,1,,0
69.36,0,0,22.0,3,815.43,0
69.36,0,0,22.0,3,815.43,0
69.36,0,0,22.0,3,815.43,0
22.5,1,0,18.0,3,371.4,0
65.22,1,0,9.0,1,,0
113.68,0,0,12.0,2,,1
113.68,0,0,12.0,2,960.19,1
48.03,1,0,13.0,2,800.44,0
48.03,1,0,13.0,2,800.44,0
60.07,1,0,10.0,1,474.85,0
13.08,1,0,8.0,1,,0
240.73,0,0,11.0,1,360.99,0
194.43,0,0,24.0,3,,1
47.25,1,0,39.0,3,462.89,0
50.3,1,0,12.0,2,404.61,0
36.0,1,0,59.0,3,,0
212.73,0,0,10.0,1,1643.79,0
123.25,0,0,25.0,3,207.74,0
64.21,1,0,6.0,1,285.36,0
99.9,0,0,12.0,2,698.22,0
127.39,0,0,13.0,2,1186.6,0
20.2,1,0,9.0,1,678.64,0
56.72,1,0,16.0,3,475.34,0
99.6,0,0,53.0,3,,0
106.77,0,0,2.0,1,,0
10.23,1,0,18.0,3,,0
79.86,0,0,11.0,1,,0
57.41,1,0,5.0,1,,0
283.56,0,0,5.0,1,417.78,0
283.56,0,0,5.0,1,417.78,0
283.56,0,0,5.0,1,417.78,0
283.56,0,0,5.0,1,417.78,0
47.3,1,0,11.0,1,1932.54,0
54.71,1,0,9.0,1,,0
30.01,1,0,6.0,1,477.01,0
30.01,1,0,6.0,1,477.01,0
10.02,1,0,17.0,3,,0
103.12,0,0,17.0,3,,0
99.95,0,1,12.0,2,,1
59.35,1,0,9.0,1,681.38,0
100.0,0,1,12.0,2,1357.51,0
19.14,1,0,12.0,2,1357.51,0
16.66,1,0,20.0,3,521.64,0
87.32,0,0,14.0,3,98.24,0
72.56,1,0,33.0,3,289.91,0
26.2,1,0,5.0,1,77.39,0
191.73,0,0,9.0,1,592.35,0
172.68,0,0,5.0,1,,0
21.95,1,0,3.0,1,14.07,0
94.16,0,0,9.0,1,,0
94.16,0,0,9.0,1,,0
63.12,1,0,3.0,1,423.27,0
312.49,0,0,16.0,3,,0
113.59,1,0,1.0,1,113.66,0
54.99,1,0,10.0,1,,0
19.49,1,0,19.0,3,,0
14.2,1,0,18.0,3,1246.38,0
20.38,1,0,33.0,3,,0
137.6,0,0,16.0,3,,0
79.25,1,0,24.0,3,506.27,0
79.25,1,0,24.0,3,506.27,0
37.35,1,0,3.0,1,,0
26.62,1,0,18.0,3,383.57,0
1463.37,0,0,17.0,3,2811.55,0
164.79,0,0,7.0,1,175.39,0
51.63,1,0,2.0,1,,1
155.94,0,0,9.0,1,,0
30.12,1,0,3.0,1,206.4,0
67.32,0,0,13.0,2,1101.22,0
110.24,0,0,20.0,3,,0
88.49,0,1,10.0,1,594.2,0
33.39,1,0,16.0,3,1207.44,0
12.53,1,0,5.0,1,168.31,0
169.14,0,0,5.0,1,546.85,0
35.51,1,0,5.0,1,471.33,0
65.28,1,0,13.0,2,1825.92,0
73.7,1,0,12.0,2,536.15,0
73.7,1,0,12.0,2,536.15,0
26.36,1,0,17.0,3,540.51,0
26.36,1,0,17.0,3,325.6,0
45.56,1,0,15.0,3,1859.22,0
219.17,0,0,13.0,2,,0
198.95,1,0,26.0,3,3192.36,0
25.62,1,0,8.0,1,1826.09,0
11.37,1,0,8.0,1,511.97,0
29.75,1,0,8.0,1,274.91,0
78.28,0,0,6.0,1,1078.11,0
10.34,1,0,15.0,3,1990.19,0
104.57,1,0,10.0,1,1083.6,0
236.7,0,0,11.0,1,83.18,0
236.7,0,0,11.0,1,83.18,0
89.55,0,0,2.0,1,,0
76.89,0,0,39.0,3,650.18,0
361.17,0,0,20.0,3,,0
48.35,1,0,14.0,3,,0
43.79,1,0,4.0,1,,0
32.99,1,0,8.0,1,202.84,0
32.99,1,0,8.0,1,202.84,0
32.99,1,0,8.0,1,202.84,0
32.99,1,0,8.0,1,202.84,0
32.99,1,0,8.0,1,202.84,0
55.75,1,0,28.0,3,,0
72.09,0,0,4.0,1,,0
37.06,1,0,12.0,2,,0
23.6,1,0,15.0,3,75.8,0
52.33,1,0,10.0,1,314.72,0
25.39,1,0,22.0,3,2259.14,0
49.91,1,0,36.0,3,1280.31,0
34.94,1,0,18.0,3,1670.91,0
34.94,1,0,18.0,3,1464.19,0
80.62,0,0,7.0,1,370.96,0
412.12,0,0,13.0,2,1929.4,0
152.35,0,0,22.0,3,,0
67.93,0,0,15.0,3,493.77,0
61.71,1,0,12.0,2,1313.48,0
121.7,0,0,18.0,3,350.49,0
42.69,1,0,16.0,3,1127.01,0
17.41,1,0,16.0,3,514.9,0
149.73,0,0,7.0,1,74.71,0
24.86,1,0,3.0,1,,0
110.57,0,0,35.0,3,,0
50.57,1,0,10.0,1,,0
10.34,1,0,35.0,3,2059.62,0
15.5,1,0,8.0,1,500.55,0
18.48,1,0,16.0,3,63.22,0
18.48,1,0,16.0,3,63.22,0
75.18,0,0,10.0,1,412.57,0
34.86,1,0,19.0,3,,0
34.86,1,0,19.0,3,,0
46.2,1,0,7.0,1,716.87,0
15.47,1,0,11.0,1,248.67,0
236.86,0,0,6.0,1,,0
67.75,0,0,19.0,3,262.47,0
44.52,1,0,7.0,1,,0
33.38,1,0,6.0,1,416.58,0
11.27,1,0,3.0,1,273.11,0
44.92,1,0,5.0,1,467.84,0
59.66,1,0,21.0,3,,0
10.48,1,0,12.0,2,750.33,0
103.11,0,0,11.0,1,144.56,0
12.69,1,0,6.0,1,,0
21.3,1,0,9.0,1,340.6,0
47.22,1,0,10.0,1,,0
37.36,1,1,6.0,1,319.44,0
2.81,1,0,6.0,1,319.44,0
105.63,0,0,12.0,2,,0
14.09,1,0,8.0,1,,0
14.09,1,0,8.0,1,,0
74.38,1,0,3.0,1,,0
135.08,0,0,7.0,1,355.9,0
