installment_value,high_installment_flag,used_voucher,delivered_in_days,delivery_speed_flag,delivery_distance_in_km,is_repeat_buyer 
13.27,1,0,6.0,1,,0
44.99,1,0,6.0,1,,1
208.27,0,0,23.0,3,443.24,0
171.09,0,0,26.0,3,758.55,1
10.72,1,0,13.0,2,1412.34,0
121.96,0,0,6.0,1,,0
14.83,1,0,21.0,3,845.28,0
117.96,0,0,2.0,1,91.39,0
299.18,0,0,6.0,1,,0
276.26,0,0,6.0,1,,0
61.41,1,0,10.0,1,471.93,0
26.62,1,0,6.0,1,513.09,0
33.44,1,1,6.0,1,513.09,0
133.78,0,1,6.0,1,513.09,0
40.27,1,0,16.0,3,829.35,0
13.82,1,0,14.0,3,,0
69.97,0,0,8.0,1,865.57,0
22.35,1,0,34.0,3,782.04,0
15.02,1,0,23.0,3,542.26,0
83.37,0,0,25.0,3,,0
26.74,1,0,30.0,3,,0
29.02,1,0,35.0,3,1718.53,0
17.0,1,0,13.0,2,,0
17.0,1,0,13.0,2,,0
17.0,1,0,13.0,2,,0
17.0,1,0,13.0,2,,0
19.27,1,0,17.0,3,,0
15.35,1,0,23.0,3,932.47,0
142.77,0,0,28.0,3,1809.86,0
62.51,1,0,16.0,3,583.36,0
10.85,1,0,23.0,3,1865.2,0
10.52,1,0,2.0,1,102.09,0
175.36,0,0,38.0,3,,0
198.57,0,0,20.0,3,1869.68,0
49.78,1,0,2.0,1,,0
49.78,1,0,2.0,1,,0
75.63,1,0,9.0,1,927.63,1
11.51,1,0,10.0,1,736.0,1
98.23,1,0,14.0,3,195.48,0
57.23,1,0,7.0,1,261.71,0
322.89,0,0,22.0,3,1468.88,0
83.83,0,0,8.0,1,241.95,0
59.01,1,0,35.0,3,1056.0,0
23.93,1,0,5.0,1,,0
33.52,1,0,27.0,3,543.7,0
500.0,0,1,14.0,3,709.34,1
70.36,1,0,14.0,3,709.34,1
66.39,1,0,8.0,1,973.77,0
22.33,1,0,15.0,3,684.2,0
28.53,1,0,9.0,1,1927.4,0
100.0,0,1,23.0,3,803.73,0
15.48,1,0,23.0,3,803.73,0
62.26,1,0,17.0,3,825.25,0
51.17,1,0,9.0,1,,0
111.98,0,0,6.0,1,,1
136.52,0,0,13.0,2,972.55,0
148.15,0,0,15.0,3,,0
26.48,1,0,7.0,1,,0
31.09,1,0,3.0,1,28.73,0
213.64,0,0,37.0,3,538.54,0
18.24,1,0,6.0,1,,1
29.36,1,0,8.0,1,307.0,0
138.73,0,0,9.0,1,,0
38.98,1,0,9.0,1,320.64,0
34.35,1,0,7.0,1,1094.12,0
95.31,0,0,28.0,3,591.05,0
24.66,1,0,18.0,3,,0
16.62,1,0,11.0,1,11.08,1
25.5,1,0,7.0,1,,0
42.93,1,0,9.0,1,2196.93,0
63.61,1,0,10.0,1,894.5,1
199.4,0,0,9.0,1,,0
37.1,1,0,11.0,1,423.63,0
34.2,1,0,11.0,1,610.98,0
68.74,1,0,9.0,1,,0
29.39,1,0,33.0,3,786.5,0
47.02,1,0,6.0,1,220.35,0
101.03,0,0,25.0,3,778.25,0
10.62,1,0,5.0,1,241.63,0
13.14,1,0,3.0,1,72.5,1
125.42,0,0,8.0,1,434.67,0
10.52,1,0,18.0,3,798.2,0
10.52,1,0,18.0,3,798.2,0
29.36,1,0,5.0,1,,0
24.64,1,0,3.0,1,,1
24.64,1,0,3.0,1,,1
27.52,1,0,7.0,1,73.26,0
11.53,1,0,12.0,2,817.09,1
75.24,1,0,12.0,2,,0
60.73,1,0,9.0,1,,0
24.22,1,0,8.0,1,292.29,0
73.44,0,0,8.0,1,257.72,0
12.34,1,0,40.0,3,,0
128.89,0,0,18.0,3,960.0,0
11.35,1,0,4.0,1,,0
22.88,1,0,26.0,3,894.19,1
42.91,1,0,18.0,3,460.87,0
67.36,0,0,5.0,1,,0
67.36,0,0,5.0,1,,0
23.51,1,0,12.0,2,,0
55.79,1,0,4.0,1,132.01,0
88.37,0,0,4.0,1,,0
123.89,0,0,11.0,1,1502.98,0
142.72,0,0,27.0,3,311.51,0
99.75,0,0,21.0,3,656.85,0
45.0,1,1,21.0,3,656.85,0
2.69,1,1,21.0,3,656.85,0
63.27,1,0,20.0,3,320.76,0
121.38,0,0,9.0,1,362.56,0
21.48,1,0,13.0,2,,0
55.1,1,0,4.0,1,337.93,0
53.33,1,0,6.0,1,,1
48.6,1,0,4.0,1,124.96,0
48.6,1,0,4.0,1,124.96,0
65.0,1,0,7.0,1,,0
10.02,1,0,25.0,3,725.17,0
53.86,1,0,15.0,3,381.92,0
19.58,1,0,6.0,1,324.12,0
19.58,1,0,6.0,1,324.12,0
19.58,1,0,6.0,1,324.12,0
19.58,1,0,6.0,1,324.12,0
96.8,0,0,2.0,1,,0
309.99,0,0,9.0,1,677.51,1
54.81,1,0,22.0,3,,0
78.46,1,0,13.0,2,1028.06,0
61.75,1,0,10.0,1,314.73,0
21.73,1,0,18.0,3,712.08,0
23.69,1,0,19.0,3,474.23,0
62.91,1,0,8.0,1,441.2,0
11.0,1,0,15.0,3,,1
21.35,1,0,7.0,1,287.89,0
58.79,1,0,4.0,1,348.91,0
30.32,1,0,20.0,3,2114.16,0
29.1,1,0,10.0,1,308.32,0
29.1,1,0,10.0,1,308.32,0
12.46,1,0,5.0,1,60.33,0
45.72,1,0,11.0,1,1342.53,0
101.05,0,0,34.0,3,,0
71.14,0,0,19.0,3,667.49,0
148.01,0,0,25.0,3,309.82,0
148.01,0,0,25.0,3,309.82,0
12.61,1,0,15.0,3,1236.12,0
24.02,1,0,6.0,1,,0
16.85,1,0,11.0,1,,0
28.63,1,0,4.0,1,,0
65.6,1,0,21.0,3,395.73,0
109.41,0,0,25.0,3,,0
110.34,1,0,19.0,3,2265.36,0
52.19,1,0,12.0,2,161.62,0
82.96,0,0,6.0,1,293.92,0
30.53,1,0,9.0,1,,0
30.53,1,0,9.0,1,,0
80.11,0,0,6.0,1,349.99,0
86.64,0,0,10.0,1,2100.44,0
22.44,1,0,28.0,3,378.03,1
74.05,0,0,29.0,3,,0
75.55,1,0,191.0,3,,0
62.79,1,0,12.0,2,302.59,0
158.21,0,0,6.0,1,,0
58.29,1,0,7.0,1,91.85,0
26.95,1,0,40.0,3,2192.78,0
93.64,1,0,34.0,3,896.56,0
589.05,0,0,41.0,3,1335.9,0
10.77,1,0,15.0,3,,0
25.74,1,0,8.0,1,,0
71.31,0,0,16.0,3,577.18,0
169.73,0,0,41.0,3,1317.93,0
10.59,1,0,8.0,1,,1
29.47,1,0,13.0,2,971.24,0
67.33,0,1,13.0,2,971.24,0
28.8,1,0,19.0,3,270.87,0
10.02,1,0,56.0,3,,0
26.68,1,0,3.0,1,,0
62.75,1,1,5.0,1,2102.41,0
30.1,1,0,20.0,3,,0
59.24,1,0,10.0,1,,0
65.0,1,0,7.0,1,,0
62.74,1,0,8.0,1,316.24,0
11.86,1,0,13.0,2,852.14,0
92.59,0,0,17.0,3,597.3,0
23.4,1,0,16.0,3,,0
23.4,1,0,16.0,3,809.52,0
23.4,1,0,16.0,3,,0
23.4,1,0,16.0,3,,0
43.69,1,0,5.0,1,,0
85.56,0,0,19.0,3,276.95,0
44.66,1,0,39.0,3,,0
64.1,1,0,25.0,3,858.17,0
27.17,1,0,16.0,3,234.11,0
75.01,0,0,12.0,2,319.96,0
83.23,0,0,11.0,1,748.96,0
12.14,1,0,9.0,1,807.72,0
179.86,0,0,11.0,1,178.72,0
31.19,1,0,4.0,1,536.49,0
186.72,0,0,5.0,1,57.9,0
186.72,0,0,5.0,1,57.9,0
106.39,0,0,9.0,1,,0
298.39,0,0,15.0,3,874.9,0
41.62,1,0,17.0,3,287.69,0
99.92,0,0,5.0,1,,0
33.77,1,0,7.0,1,,0
11.02,1,0,15.0,3,568.47,0
27.77,1,0,5.0,1,,0
115.24,0,0,18.0,3,,0
27.75,1,0,14.0,3,,1
22.11,1,0,23.0,3,,0
42.27,1,0,4.0,1,36.34,0
102.81,0,0,37.0,3,,0
54.42,1,0,12.0,2,,0
21.66,1,0,19.0,3,915.78,0
68.64,0,0,6.0,1,,0
27.1,1,0,28.0,3,874.57,0
111.11,0,0,18.0,3,,0
111.11,0,0,18.0,3,,0
111.11,0,0,18.0,3,,0
138.29,0,0,6.0,1,873.17,0
522.14,0,0,34.0,3,1356.5,0
522.14,0,0,34.0,3,1356.5,0
44.51,1,1,7.0,1,,0
102.4,0,0,2.0,1,2.42,0
102.66,0,0,5.0,1,564.77,0
30.0,1,1,6.0,1,82.75,0
30.0,1,1,6.0,1,82.75,0
23.7,1,1,6.0,1,82.75,0
30.0,1,1,6.0,1,82.75,0
30.0,1,1,6.0,1,82.75,0
30.0,1,1,6.0,1,82.75,0
23.7,1,1,6.0,1,82.75,0
30.0,1,1,6.0,1,82.75,0
77.84,1,0,2.0,1,95.83,0
176.71,0,0,55.0,3,410.23,0
13.17,1,0,27.0,3,,1
13.03,1,0,29.0,3,,0
29.25,1,0,11.0,1,448.09,0
93.81,0,0,11.0,1,575.48,0
56.79,1,0,2.0,1,174.31,0
28.0,1,0,18.0,3,,0
105.38,0,0,32.0,3,,1
179.9,1,0,12.0,2,,0
56.61,1,0,2.0,1,204.06,0
56.61,1,0,2.0,1,,0
56.61,1,0,2.0,1,,0
56.61,1,0,2.0,1,,0
56.61,1,0,2.0,1,,0
56.61,1,0,2.0,1,,0
56.61,1,0,2.0,1,519.73,0
15.79,1,0,7.0,1,448.83,0
26.09,1,0,54.0,3,597.2,0
124.95,0,0,15.0,3,1931.51,0
22.34,1,0,12.0,2,458.51,0
24.39,1,0,6.0,1,167.08,0
315.98,0,0,28.0,3,511.93,0
220.04,0,0,5.0,1,,0
57.29,1,0,8.0,1,,0
22.23,1,0,11.0,1,1464.21,1
265.41,0,0,6.0,1,64.54,0
38.05,1,0,14.0,3,,0
113.97,0,0,9.0,1,,0
43.39,1,0,6.0,1,174.71,0
90.36,0,0,6.0,1,,0
22.54,1,0,23.0,3,563.84,0
68.08,0,0,16.0,3,,0
68.08,0,0,16.0,3,,0
63.02,1,0,9.0,1,390.95,0
125.0,0,0,15.0,3,,0
125.0,0,0,15.0,3,,0
81.38,0,0,13.0,2,861.82,0
81.38,0,0,13.0,2,861.82,0
81.38,0,0,13.0,2,861.82,0
81.38,0,0,13.0,2,861.82,0
81.89,0,0,19.0,3,590.78,0
225.71,0,0,21.0,3,340.36,0
20.6,1,0,18.0,3,458.58,0
13.28,1,0,7.0,1,37.06,0
13.28,1,0,7.0,1,37.06,0
44.5,1,0,33.0,3,2098.23,0
30.0,1,1,33.0,3,2098.23,0
12.46,1,0,7.0,1,64.97,0
10.78,1,0,25.0,3,721.82,0
25.21,1,0,19.0,3,891.89,0
31.71,1,0,21.0,3,749.79,0
403.27,0,0,5.0,1,19.47,0
97.26,1,0,10.0,1,518.83,0
97.26,1,0,10.0,1,518.83,0
162.64,0,0,5.0,1,,0
32.53,1,0,23.0,3,,0
48.4,1,0,15.0,3,1049.66,0
65.93,1,0,11.0,1,336.63,0
59.47,1,0,7.0,1,357.79,0
46.29,1,0,14.0,3,330.05,0
104.85,0,0,17.0,3,483.49,0
199.26,0,0,11.0,1,553.99,0
107.1,0,0,50.0,3,751.24,0
19.33,1,0,6.0,1,,0
115.92,0,0,38.0,3,1329.98,0
67.63,0,0,15.0,3,159.96,0
52.24,1,0,7.0,1,,0
413.59,0,0,14.0,3,1113.58,0
60.33,1,0,4.0,1,391.73,0
61.68,1,0,3.0,1,,0
65.14,1,0,2.0,1,,0
28.47,1,0,9.0,1,361.01,0
21.91,1,0,27.0,3,1314.13,0
10.77,1,0,22.0,3,603.99,0
51.76,1,0,10.0,1,300.28,0
25.49,1,0,7.0,1,650.3,0
15.1,1,0,20.0,3,925.48,0
160.3,1,0,12.0,2,536.81,0
157.89,0,0,9.0,1,,0
21.24,1,0,12.0,2,935.32,0
163.39,0,0,8.0,1,283.46,0
147.86,0,0,13.0,2,,0
147.86,0,0,13.0,2,,0
22.2,1,0,8.0,1,732.95,0
153.16,0,0,7.0,1,421.03,0
153.16,0,0,7.0,1,421.03,0
36.72,1,0,12.0,2,22.4,0
102.23,0,0,10.0,1,196.54,0
27.8,1,0,16.0,3,413.28,0
125.21,0,0,13.0,2,676.35,0
169.35,0,0,11.0,1,,1
32.78,1,0,18.0,3,589.76,0
203.59,1,0,39.0,3,,0
124.07,0,0,3.0,1,,0
59.87,1,0,9.0,1,850.66,0
80.56,0,0,6.0,1,,0
44.1,1,0,10.0,1,,0
18.9,1,0,11.0,1,,0
19.93,1,0,18.0,3,1258.69,0
43.18,1,0,23.0,3,,0
18.59,1,0,23.0,3,588.36,0
18.59,1,0,23.0,3,588.36,0
43.94,1,0,6.0,1,45.61,0
26.22,1,0,22.0,3,244.31,1
26.22,1,0,22.0,3,244.31,1
53.82,1,0,15.0,3,937.79,0
29.6,1,0,11.0,1,83.31,0
22.61,1,0,5.0,1,1019.94,0
43.54,1,0,5.0,1,,0
43.54,1,0,5.0,1,,0
17.03,1,0,20.0,3,,0
37.97,1,0,10.0,1,446.3,0
10.1,1,0,6.0,1,,0
309.22,0,0,24.0,3,1088.37,0
135.59,0,0,9.0,1,,0
14.99,1,0,13.0,2,2585.81,0
25.03,1,0,12.0,2,333.51,0
25.03,1,0,12.0,2,333.51,0
19.65,1,0,11.0,1,778.85,0
35.64,1,0,6.0,1,57.79,0
81.38,1,0,4.0,1,,0
96.65,0,0,9.0,1,,0
32.38,1,0,8.0,1,112.93,0
7.83,1,1,8.0,1,112.93,0
72.43,1,0,15.0,3,101.87,0
72.43,1,0,15.0,3,101.87,0
72.43,1,0,15.0,3,101.87,0
63.6,1,0,28.0,3,886.37,0
48.52,1,0,9.0,1,735.14,0
43.51,1,0,12.0,2,304.2,1
106.03,1,0,22.0,3,1247.56,0
112.06,0,0,20.0,3,1021.69,0
340.02,0,0,30.0,3,,0
45.05,1,0,15.0,3,628.35,0
26.35,1,0,30.0,3,1404.74,0
94.57,0,0,17.0,3,270.67,0
67.0,1,0,7.0,1,,0
137.08,0,0,7.0,1,,0
99.66,0,0,7.0,1,429.03,0
35.05,1,0,8.0,1,326.94,0
11.54,1,0,5.0,1,,0
20.67,1,0,6.0,1,593.62,0
60.63,1,0,4.0,1,,0
25.13,1,0,19.0,3,,0
111.83,1,0,8.0,1,441.83,0
66.23,1,0,20.0,3,854.48,0
6.12,1,0,12.0,2,642.8,0
80.71,0,1,12.0,2,642.8,0
95.65,0,0,9.0,1,,0
110.26,0,0,27.0,3,1183.23,0
87.47,0,0,8.0,1,548.83,0
118.86,0,0,21.0,3,,0
163.52,0,0,2.0,1,216.78,0
163.52,0,0,2.0,1,216.78,0
32.02,1,0,3.0,1,,0
41.06,1,0,21.0,3,914.53,0
146.68,0,0,11.0,1,423.85,0
146.68,0,0,11.0,1,423.85,0
200.91,0,0,19.0,3,,0
78.58,0,0,20.0,3,,0
10.67,1,0,18.0,3,,0
18.56,1,0,15.0,3,964.71,0
84.23,0,0,27.0,3,,0
12.49,1,0,26.0,3,530.25,0
10.02,1,0,8.0,1,,0
19.4,1,0,32.0,3,2103.47,0
226.04,0,0,12.0,2,1610.94,0
226.04,0,0,12.0,2,1610.94,0
118.55,0,1,9.0,1,,0
10.2,1,0,9.0,1,,0
127.41,0,0,2.0,1,85.51,0
90.97,0,0,7.0,1,661.38,0
14.41,1,0,9.0,1,425.03,0
64.32,1,0,9.0,1,309.41,0
115.91,0,0,18.0,3,565.42,0
25.52,1,0,32.0,3,792.64,0
30.56,1,0,12.0,2,380.46,0
109.0,1,0,6.0,1,62.19,0
26.92,1,0,5.0,1,,0
40.36,1,0,12.0,2,316.33,0
66.08,1,0,4.0,1,373.82,0
66.08,1,0,4.0,1,373.82,0
21.91,1,0,6.0,1,68.34,0
36.88,1,0,13.0,2,329.84,0
128.26,0,0,17.0,3,,0
22.87,1,0,30.0,3,,0
11.71,1,0,12.0,2,,0
11.71,1,0,12.0,2,,0
55.76,1,0,5.0,1,,0
55.76,1,0,5.0,1,,0
215.01,0,0,4.0,1,,0
23.39,1,0,31.0,3,585.22,0
74.67,0,0,10.0,1,220.87,0
259.06,0,0,13.0,2,415.42,0
259.06,0,0,13.0,2,415.42,0
89.88,0,0,11.0,1,,0
54.26,1,0,1.0,1,,0
95.22,0,0,18.0,3,,0
69.53,0,0,9.0,1,,0
79.94,1,0,14.0,3,541.69,0
369.61,0,0,15.0,3,2413.24,0
45.21,1,0,11.0,1,220.83,0
46.68,1,1,11.0,1,220.83,0
254.9,0,0,9.0,1,928.87,0
60.14,1,0,13.0,2,,0
22.92,1,0,51.0,3,902.72,0
11.5,1,0,15.0,3,456.47,0
70.28,1,0,34.0,3,,0
13.17,1,0,18.0,3,,0
83.75,0,0,7.0,1,302.88,0
43.18,1,0,8.0,1,255.8,0
54.97,1,0,3.0,1,534.8,0
62.21,1,0,10.0,1,389.47,0
56.62,1,0,28.0,3,254.94,0
12.78,1,0,8.0,1,,0
72.43,0,0,3.0,1,526.42,0
71.91,0,0,4.0,1,270.72,0
116.77,1,0,19.0,3,2412.7,1
116.77,1,0,19.0,3,2412.7,1
116.77,1,0,19.0,3,2412.7,1
62.59,1,0,8.0,1,306.37,0
49.22,1,1,7.0,1,402.12,0
61.08,1,0,7.0,1,402.12,0
123.13,1,0,6.0,1,437.62,0
61.88,1,0,8.0,1,323.79,0
31.35,1,0,7.0,1,,0
25.59,1,0,39.0,3,909.74,0
25.95,1,0,15.0,3,,0
71.77,0,1,15.0,3,,0
71.91,0,0,4.0,1,268.3,0
211.6,0,0,8.0,1,,0
290.68,0,0,9.0,1,917.35,0
290.68,0,0,9.0,1,917.35,0
221.79,0,0,37.0,3,365.81,0
133.05,0,0,10.0,1,439.23,0
94.75,0,0,4.0,1,58.62,0
25.12,1,0,13.0,2,,0
68.03,0,0,12.0,2,459.56,0
120.15,1,0,28.0,3,204.31,1
32.66,1,0,14.0,3,576.86,0
100.0,0,1,25.0,3,2324.01,0
63.86,1,0,25.0,3,2324.01,0
10.24,1,0,4.0,1,,0
50.0,1,1,3.0,1,1431.37,0
28.34,1,0,3.0,1,1431.37,0
47.59,1,0,7.0,1,179.88,0
10.17,1,0,9.0,1,,0
11.65,1,0,9.0,1,,0
10.17,1,0,9.0,1,,0
11.65,1,0,9.0,1,,0
42.4,1,0,22.0,3,751.11,0
118.82,0,0,14.0,3,848.23,0
118.82,0,0,14.0,3,848.23,0
27.79,1,0,4.0,1,,0
230.9,0,0,42.0,3,639.75,0
230.9,0,0,42.0,3,639.75,0
51.52,1,0,9.0,1,586.36,0
29.76,1,0,3.0,1,,1
42.5,1,1,3.0,1,,1
139.52,0,0,67.0,3,,0
93.12,0,0,20.0,3,306.51,0
93.12,0,0,20.0,3,306.51,0
55.82,1,0,24.0,3,1797.49,1
12.06,1,0,28.0,3,447.89,0
58.87,1,0,10.0,1,,0
58.87,1,0,10.0,1,,0
26.64,1,0,48.0,3,2111.92,0
21.61,1,0,26.0,3,1463.69,0
22.37,1,0,5.0,1,19.55,0
103.26,0,0,6.0,1,905.49,0
223.22,0,0,7.0,1,491.86,0
223.22,0,0,7.0,1,491.86,0
1628.07,0,0,17.0,3,722.69,0
219.43,1,0,15.0,3,613.39,0
15.31,1,0,16.0,3,662.63,0
19.54,1,0,11.0,1,,0
82.76,0,0,13.0,2,121.59,0
97.42,1,0,14.0,3,,0
97.42,1,0,14.0,3,,0
10.06,1,0,15.0,3,,0
31.87,1,0,13.0,2,,0
30.43,1,0,20.0,3,,0
47.74,1,0,8.0,1,802.59,0
38.37,1,0,6.0,1,592.2,0
54.14,1,0,14.0,3,,0
54.14,1,0,14.0,3,,0
99.35,1,0,10.0,1,2396.31,0
21.41,1,0,41.0,3,,1
33.27,1,0,6.0,1,223.51,0
80.2,0,0,10.0,1,541.95,0
42.13,1,0,9.0,1,,0
487.55,0,0,10.0,1,,0
41.86,1,0,39.0,3,453.21,0
66.67,1,0,11.0,1,431.49,1
66.67,1,0,11.0,1,431.49,1
137.73,0,0,11.0,1,299.91,0
21.77,1,0,10.0,1,,0
49.2,1,0,18.0,3,2177.88,0
36.77,1,0,2.0,1,,0
89.63,0,0,15.0,3,908.6,0
176.16,0,0,7.0,1,,0
176.16,0,0,7.0,1,,0
29.69,1,0,12.0,2,241.46,0
278.07,0,0,10.0,1,,0
99.25,0,0,48.0,3,,0
49.95,1,0,32.0,3,2354.01,0
30.22,1,0,9.0,1,,0
27.58,1,0,3.0,1,,0
10.05,1,0,3.0,1,,0
46.1,1,0,15.0,3,729.9,0
122.5,0,0,17.0,3,421.41,0
51.32,1,0,11.0,1,,0
112.42,0,0,3.0,1,60.0,0
75.72,0,0,10.0,1,734.2,0
23.1,1,0,12.0,2,2347.98,0
26.41,1,0,12.0,2,,1
65.19,1,0,24.0,3,194.43,0
10.58,1,0,7.0,1,118.43,0
147.85,1,0,5.0,1,68.58,0
47.69,1,0,9.0,1,815.76,0
23.6,1,0,7.0,1,5.52,0
50.8,1,0,9.0,1,1701.01,0
11.08,1,0,3.0,1,,0
35.78,1,0,4.0,1,1383.18,0
15.41,1,0,14.0,3,,0
17.71,1,0,44.0,3,,1
40.78,1,0,16.0,3,,1
75.62,0,0,13.0,2,726.39,0
14.6,1,0,11.0,1,,0
29.63,1,0,14.0,3,,0
78.42,0,0,9.0,1,842.16,0
54.46,1,0,12.0,2,,0
54.46,1,0,12.0,2,,0
15.68,1,0,11.0,1,672.33,0
350.0,0,1,13.0,2,527.19,0
137.13,0,0,13.0,2,527.19,0
80.83,0,0,20.0,3,82.88,0
80.83,0,0,20.0,3,82.88,0
517.15,0,0,13.0,2,401.89,0
18.89,1,0,11.0,1,,0
77.77,0,0,10.0,1,,0
115.0,0,0,11.0,1,361.83,0
56.39,1,0,4.0,1,,0
32.76,1,0,10.0,1,,0
53.9,1,0,3.0,1,635.63,0
97.16,0,0,6.0,1,,1
21.14,1,0,8.0,1,1471.47,0
21.14,1,0,8.0,1,1471.47,0
75.1,1,0,10.0,1,571.81,0
75.1,1,0,10.0,1,571.81,0
106.16,0,0,25.0,3,162.12,0
241.15,0,0,10.0,1,499.8,0
92.68,0,0,5.0,1,142.55,1
46.85,1,0,53.0,3,1790.21,0
16.82,1,0,6.0,1,345.49,1
10.97,1,0,11.0,1,244.3,0
117.16,0,0,43.0,3,1028.23,0
21.86,1,0,12.0,2,863.79,0
53.54,1,0,2.0,1,,0
53.54,1,0,2.0,1,,0
27.52,1,0,8.0,1,,0
490.53,0,0,16.0,3,,0
11.28,1,0,6.0,1,269.0,1
32.75,1,0,2.0,1,122.64,0
29.16,1,0,10.0,1,445.61,0
38.17,1,0,18.0,3,575.09,0
76.56,0,0,3.0,1,94.46,0
76.56,0,0,3.0,1,94.46,0
76.56,0,0,3.0,1,94.46,0
18.19,1,0,5.0,1,389.24,0
55.53,1,0,8.0,1,382.5,1
11.2,1,0,16.0,3,568.53,0
21.94,1,0,2.0,1,123.79,0
180.6,0,0,12.0,2,409.37,0
112.2,0,0,13.0,2,989.52,0
75.43,0,0,8.0,1,,0
21.85,1,0,35.0,3,305.38,0
53.22,1,0,18.0,3,,0
86.02,0,0,13.0,2,288.84,0
38.12,1,0,18.0,3,,0
54.62,1,0,8.0,1,,0
123.89,0,0,5.0,1,517.53,0
65.24,1,0,14.0,3,989.67,0
79.56,0,0,7.0,1,735.92,0
17.81,1,0,18.0,3,382.58,0
26.43,1,0,7.0,1,153.24,0
37.37,1,0,2.0,1,106.97,0
13.56,1,0,7.0,1,,0
13.56,1,0,7.0,1,,0
16.05,1,0,17.0,3,,0
16.05,1,0,17.0,3,,0
16.05,1,0,17.0,3,,0
22.72,1,0,5.0,1,42.35,0
31.38,1,0,8.0,1,354.7,0
99.2,0,0,6.0,1,,0
45.0,1,0,58.0,3,521.18,0
21.34,1,0,6.0,1,201.81,0
92.41,0,0,9.0,1,198.26,0
276.08,0,0,25.0,3,179.21,0
41.97,1,0,10.0,1,732.39,0
194.39,0,0,11.0,1,327.15,0
194.39,0,0,11.0,1,327.15,0
41.25,1,0,8.0,1,369.36,1
26.49,1,0,14.0,3,875.14,0
10.83,1,0,2.0,1,,0
33.53,1,0,5.0,1,,0
22.67,1,0,18.0,3,642.26,0
10.86,1,0,22.0,3,,0
52.84,1,0,5.0,1,302.36,1
111.93,0,0,15.0,3,,0
111.93,0,0,15.0,3,,0
111.93,0,0,15.0,3,,0
217.76,1,0,8.0,1,,0
50.0,1,1,8.0,1,,0
126.37,0,0,9.0,1,306.87,0
103.06,0,0,8.0,1,,0
50.54,1,0,44.0,3,,0
92.87,0,0,5.0,1,873.88,0
203.0,0,0,15.0,3,,0
30.88,1,0,8.0,1,,0
30.88,1,0,8.0,1,,0
11.56,1,0,2.0,1,,0
13.69,1,0,5.0,1,,0
15.34,1,0,34.0,3,745.92,0
20.4,1,0,16.0,3,1165.13,0
10.19,1,0,25.0,3,,0
10.19,1,0,25.0,3,,0
33.14,1,0,11.0,1,,0
177.69,0,0,5.0,1,342.86,0
177.69,0,0,5.0,1,342.86,0
161.37,0,0,7.0,1,711.85,0
101.33,0,0,7.0,1,,0
52.37,1,0,3.0,1,117.35,0
26.96,1,0,15.0,3,,0
70.98,0,0,14.0,3,886.68,0
88.18,0,0,7.0,1,,0
88.18,0,0,7.0,1,,0
48.79,1,0,19.0,3,384.28,0
137.18,0,0,20.0,3,1373.24,0
136.8,0,0,23.0,3,,0
30.22,1,0,3.0,1,,0
31.09,1,0,11.0,1,,0
31.09,1,0,11.0,1,,0
43.2,1,0,25.0,3,460.13,0
43.2,1,0,25.0,3,460.13,0
43.2,1,0,25.0,3,460.13,0
17.45,1,0,9.0,1,,0
36.75,1,0,39.0,3,320.65,0
46.66,1,0,25.0,3,1306.64,0
114.64,0,0,15.0,3,888.07,0
10.2,1,0,7.0,1,,1
9.55,1,1,7.0,1,,1
626.68,0,0,5.0,1,497.39,0
30.31,1,0,7.0,1,95.35,1
63.93,1,0,21.0,3,876.68,0
42.01,1,0,16.0,3,2345.77,0
20.67,1,0,5.0,1,,0
11.92,1,0,1.0,1,336.02,0
105.73,1,0,35.0,3,280.33,0
31.7,1,0,20.0,3,,0
31.7,1,0,20.0,3,,0
84.05,0,0,15.0,3,798.18,0
63.87,1,0,9.0,1,326.25,0
13.1,1,0,3.0,1,,0
78.59,1,0,12.0,2,510.84,0
33.03,1,0,11.0,1,671.3,0
25.86,1,0,9.0,1,641.21,0
41.78,1,0,45.0,3,1343.88,0
173.25,0,0,15.0,3,334.59,0
138.84,1,0,3.0,1,,0
22.82,1,0,7.0,1,976.09,0
37.56,1,0,20.0,3,898.72,0
93.74,0,0,5.0,1,343.28,0
14.18,1,1,71.0,3,,0
24.7,1,0,71.0,3,,0
167.38,0,1,71.0,3,,0
21.31,1,0,33.0,3,1947.78,0
66.79,0,0,20.0,3,,0
125.54,1,0,15.0,3,718.61,0
19.05,1,0,21.0,3,1285.24,0
12.34,1,0,4.0,1,,1
64.1,1,0,12.0,2,321.13,0
62.17,1,0,6.0,1,109.37,1
106.38,0,0,14.0,3,,0
31.35,1,0,12.0,2,,0
62.33,1,0,17.0,3,1251.52,0
50.35,1,0,8.0,1,501.9,0
50.35,1,0,8.0,1,501.9,0
53.28,1,0,8.0,1,,0
70.14,0,0,25.0,3,688.89,0
53.0,1,0,14.0,3,,0
35.19,1,0,14.0,3,,0
53.0,1,0,14.0,3,,0
35.19,1,0,14.0,3,,0
60.95,1,0,6.0,1,,0
29.38,1,0,8.0,1,525.87,0
31.25,1,0,32.0,3,,0
23.11,1,0,12.0,2,1765.47,0
56.0,1,0,10.0,1,,0
215.23,1,0,19.0,3,,0
215.23,1,0,19.0,3,,0
215.23,1,0,19.0,3,,0
215.23,1,0,19.0,3,,0
149.42,0,0,4.0,1,33.33,0
